number	source	itemNum	status	優先順位	day	Part	word	tittle	audioFile	pronunciation	meaning	audioPath	exampleFile	example
459	キクタンTOEIC TEST SCORE 990	0459		形容詞：超必修112	29	"5,6"	imperative	"絶対必要な、重要な
緊急になすべきこと"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\imperative.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\pronunciation\imperative.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\meaning\imperative.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\sentense\imperative.mp3	
460	キクタンTOEIC TEST SCORE 990	0460		形容詞：超必修112	29	4	incoming	?新入りの、新任の　?（電話などが）入ってくる	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\incoming.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\pronunciation\incoming.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\meaning\incoming.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\sentense\incoming.mp3	
461	キクタンTOEIC TEST SCORE 990	0461		形容詞：超必修112	29	"5,6"	preventive	"予防の
prevention：（～の）予防、防止（of ～）
prevent： ?（事故など）を防ぐ　?（prevent A from doingで）Aが～するの
を妨げる"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\preventive.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\pronunciation\preventive.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\meaning\preventive.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\sentense\preventive.mp3	
462	キクタンTOEIC TEST SCORE 990	0462		形容詞：超必修112	29	"5,6"	redundant	"?解雇された、余剰人員の　?余分［不要］な
redundancy： ?解雇、余剰人員　?余分"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\redundant.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\pronunciation\redundant.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\meaning\redundant.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\sentense\redundant.mp3	
463	キクタンTOEIC TEST SCORE 990	0463		形容詞：超必修112	29	7	conclusive	"（事実・証拠などが）決定的な（≒decisive）（⇔inconclusive）
conclusion： ?（～という）結論（that節 ～）　?結末
conclude： ?～と結論する　?～を（…で）終了させる（with . . .）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\conclusive.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\pronunciation\conclusive.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\meaning\conclusive.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\sentense\conclusive.mp3	
464	キクタンTOEIC TEST SCORE 990	0464		形容詞：超必修112	29	"5,6"	conspicuous	"目立つ、人目を引く、顕著な（≒noticeable）（⇔inconspicuous）
conspicuously：目立って、著しく"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\conspicuous.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\pronunciation\conspicuous.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\meaning\conspicuous.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter3\day29\sentense\conspicuous.mp3	
465	キクタンTOEIC TEST SCORE 990	0465		名詞：必修240	30	7	intake	"?摂取量、吸い込み量　?（空気・ガスなどの）取り入れ口、吸い込み口
（⇔outlet）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\intake.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\pronunciation\intake.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\meaning\intake.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\sentence\intake.mp3	
466	キクタンTOEIC TEST SCORE 990	0466		名詞：必修240	30	7	logistics	"物流
logistic/logistical：物流の"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\logistics.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\pronunciation\logistics.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\meaning\logistics.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\sentence\logistics.mp3	
467	キクタンTOEIC TEST SCORE 990	0467		名詞：必修240	30	7	prerequisite	"（～の）必要［前提］条件（for [to, of] ～）（≒requirement, requisite）
前もって必要な、不可欠な"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\prerequisite.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\pronunciation\prerequisite.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\meaning\prerequisite.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\sentence\prerequisite.mp3	
468	キクタンTOEIC TEST SCORE 990	0468		名詞：必修240	30	4	surge	"?（価格などの）急上昇、高騰（in ～）　?（感情などの）高まり（of ～）
?（群衆などが）押し寄せる　?（物価などが）急騰する"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\surge.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\pronunciation\surge.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\meaning\surge.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\sentence\surge.mp3	
469	キクタンTOEIC TEST SCORE 990	0469		名詞：必修240	30	1	tag	"（つけ・下げ）札
～に札をつける"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\tag.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\pronunciation\tag.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\meaning\tag.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\sentence\tag.mp3	
470	キクタンTOEIC TEST SCORE 990	0470		名詞：必修240	30	7	telecommunication	（電話・ラジオ・テレビなどによる）長距離通信、電気通信	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\telecommunication.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\pronunciation\telecommunication.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\meaning\telecommunication.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\sentence\telecommunication.mp3	
471	キクタンTOEIC TEST SCORE 990	0471		名詞：必修240	30	"5,6"	testimony	"（法廷などでの）証言、陳述（≒statement）
testify： ?（～に有利に／…に不利に）証言する（for ～against . . .）　?
～だと証言する"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\testimony.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\pronunciation\testimony.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\meaning\testimony.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\sentence\testimony.mp3	
472	キクタンTOEIC TEST SCORE 990	0472		名詞：必修240	30	4	tribute	（～への）尊敬［感謝、称賛］の印、賛辞（to ～）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\tribute.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\pronunciation\tribute.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\meaning\tribute.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\sentence\tribute.mp3	
473	キクタンTOEIC TEST SCORE 990	0473		名詞：必修240	30	"5,6"	applause	"?拍手（≒clapping, ovation）　?称賛（≒praise, acclaim）
applaud： ?～に拍手を送る　?拍手する　 ?～を称賛する"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\applause.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\pronunciation\applause.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\meaning\applause.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\sentence\applause.mp3	
474	キクタンTOEIC TEST SCORE 990	0474		名詞：必修240	30	"5,6"	breadth	"?幅、横幅（≒width）　 「長さ」はlength、「奥行き」はdepth　?（知識
などの）広さ
broad： ?（範囲などが）広い、広範囲な　?幅の広い
broaden： ?（視野・範囲など）を広げる、深める　?広がる"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\breadth.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\pronunciation\breadth.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\meaning\breadth.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\sentence\breadth.mp3	
475	キクタンTOEIC TEST SCORE 990	0475		名詞：必修240	30	4	closure	"閉鎖、閉店
close： ?～を閉める　?閉まる　 ?～を終える　 ?終わる
closed：閉鎖した
closing：終わり［結び］の、締めくくりの"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\closure.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\pronunciation\closure.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\meaning\closure.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\sentence\closure.mp3	
476	キクタンTOEIC TEST SCORE 990	0476		名詞：必修240	30	7	consolidation	"?（会社などの）合併、整理統合　?強化
consolidate： ?（会社など）を合併する、整理統合する　?合併する　 ?
～を強化する"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\consolidation.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\pronunciation\consolidation.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\meaning\consolidation.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\sentence\consolidation.mp3	
477	キクタンTOEIC TEST SCORE 990	0477		名詞：必修240	30	"5,6"	copyright	"（～の）著作権、版権（on [to, for] ～）　 記号は?
～の著作権を取る
著作権のある"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\copyright.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\pronunciation\copyright.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\meaning\copyright.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\sentence\copyright.mp3	
478	キクタンTOEIC TEST SCORE 990	0478		名詞：必修240	30	4	diplomat	"?外交官　?外交家
diplomacy： ?外交　?外交的手腕
diplomatic： ?外交（上）の　?外交的手腕のある"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\diplomat.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\pronunciation\diplomat.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\meaning\diplomat.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\sentence\diplomat.mp3	
479	キクタンTOEIC TEST SCORE 990	0479		名詞：必修240	30	4	distributor	"販売代理店、卸売業者、配給［流通］業者（≒supplier, wholesaler）
distribute：～を(…に）配給［分配］する（to . . .）
distribution： ?分配、配給、（商品の）流通　?（動植物などの）分布"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\distributor.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\pronunciation\distributor.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\meaning\distributor.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\sentence\distributor.mp3	
480	キクタンTOEIC TEST SCORE 990	0480		名詞：必修240	30	7	fluency	"（言葉の）流ちょうさ（in ～）
fluent： ?（be fluent inで）（言葉）を流ちょうに話せる、（言葉）に堪能であ
る　?（言葉が）流ちょうな
fluently：流ちょうに、すらすらと"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\fluency.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\pronunciation\fluency.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\meaning\fluency.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day30\sentence\fluency.mp3	
481	キクタンTOEIC TEST SCORE 990	0481		名詞：必修240	31	"5,6"	inception	（事業などの）発足、開始（≒beginning）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\inception.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\pronunciation\inception.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\meaning\inception.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\sentence\inception.mp3	
482	キクタンTOEIC TEST SCORE 990	0482		名詞：必修240	31	4	layout	"?配置、設計　?（雑誌などの）割りつけ、レイアウト
lay out： ?（建物など）を設計する　?（ページなど）を割りつける　 ?～を
広げる、並べる"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\layout.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\pronunciation\layout.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\meaning\layout.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\sentence\layout.mp3	
483	キクタンTOEIC TEST SCORE 990	0483		名詞：必修240	31	"5,6"	observatory	"観測所、気象台
observe： ?～を観察［観測］する　?（法律など）を守る　 ?～に気がつく
observation：観察、観察力
observance： ?（法律などの）順守（of ～）　?祝うこと"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\observatory.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\pronunciation\observatory.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\meaning\observatory.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\sentence\observatory.mp3	
484	キクタンTOEIC TEST SCORE 990	0484		名詞：必修240	31	"5,6"	proximity	（～に）近いこと（to ～）、近接（≒nearness）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\proximity.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\pronunciation\proximity.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\meaning\proximity.png	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\sentence\proximity.mp3	
485	キクタンTOEIC TEST SCORE 990	0485		名詞：必修240	31	"5,6"	retention	保持、維持、保有	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\retention.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\pronunciation\retention.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\meaning\retention.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\sentence\retention.mp3	
486	キクタンTOEIC TEST SCORE 990	0486		名詞：必修240	31	7	transcript	"?（手書き・タイプによる）（～の）写し、コピー（of ～）（≒transcription）　
?成績証明書
transcribe：～を書き写す"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\transcript.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\pronunciation\transcript.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\meaning\transcript.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\sentence\transcript.mp3	
487	キクタンTOEIC TEST SCORE 990	0487		名詞：必修240	31	4	annex	別館	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\annex.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\pronunciation\annex.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\meaning\annex.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\sentence\annex.mp3	
488	キクタンTOEIC TEST SCORE 990	0488		名詞：必修240	31	7	artisan	職人（≒craftsman）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\artisan.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\pronunciation\artisan.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\meaning\artisan.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\sentence\artisan.mp3	
489	キクタンTOEIC TEST SCORE 990	0489		名詞：必修240	31	7	bookkeeping	"簿記
bookkeeper：簿記係"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\bookkeeping.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\pronunciation\bookkeeping.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\meaning\bookkeeping.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\sentence\bookkeeping.mp3	
490	キクタンTOEIC TEST SCORE 990	0490		名詞：必修240	31	"2,3"	briefing	"打ち合わせ会合、状況［事情］説明会（≒meeting）
brief： ?短時間の　?（話などが）簡潔な
brief：簡潔な説明
brief：（brief A on Bで）AにBの概要を伝える
briefly： ?少しの間、しばらく　?手短に"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\briefing.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\pronunciation\briefing.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\meaning\briefing.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\sentence\briefing.mp3	
491	キクタンTOEIC TEST SCORE 990	0491		名詞：必修240	31	"5,6"	deliberation	"?熟慮、熟考　?（通例～s）審議、協議
deliberate： ?～を熟考する　?（deliberate about [on, over]で）～につい
て熟考する
deliberate： ?意図［計画］的な、故意の　?慎重な
deliberately： ?故意に、わざと　?慎重に"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\deliberation.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\pronunciation\deliberation.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\meaning\deliberation.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\sentence\deliberation.mp3	
492	キクタンTOEIC TEST SCORE 990	0492		名詞：必修240	31	"5,6"	depot	"?倉庫、貯蔵所（≒warehouse, storehouse）　?（鉄道の）駅、（バスな
どの）発着所（≒station）"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\depot.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\pronunciation\depot.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\meaning\depot.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\sentence\depot.mp3	
493	キクタンTOEIC TEST SCORE 990	0493		名詞：必修240	31	7	dormitory	（大学などの）寮、寄宿舎	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\dormitory.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\pronunciation\dormitory.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\meaning\dormitory.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\sentence\dormitory.mp3	
494	キクタンTOEIC TEST SCORE 990	0494		名詞：必修240	31	7	drowsiness	"眠気（≒sleepiness）
drowsy：眠い、眠そうな"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\drowsiness.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\pronunciation\drowsiness.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\meaning\drowsiness.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\sentence\drowsiness.mp3	
495	キクタンTOEIC TEST SCORE 990	0495		名詞：必修240	31	7	funding	"（～のための）財政的支援、資金提供、財源（for ～）
fund：（しばしば～s）（～のための）資金、基金（for ～）
fund：～に資金を提供する"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\funding.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\pronunciation\funding.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\meaning\funding.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\sentence\funding.mp3	
496	キクタンTOEIC TEST SCORE 990	0496		名詞：必修240	31	7	lapse	"?ちょっとした誤り、過失　?（時の）経過（of ～）
?（契約などが）失効する、無効になる　?終わる"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\lapse.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\pronunciation\lapse.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\meaning\lapse.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day31\sentence\lapse.mp3	
497	キクタンTOEIC TEST SCORE 990	0497		名詞：必修240	32	4	nutrient	"栄養素、栄養物
nutrition：栄養、栄養補給［摂取］
nutritious：栄養のある、栄養に富んだ"	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\nutrient.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\pronunciation\nutrient.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\meaning\nutrient.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\sentence\nutrient.mp3	
498	キクタンTOEIC TEST SCORE 990	0498		名詞：必修240	32	"5,6"	proprietor	（企業などの）経営者、所有者（≒owner）	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\proprietor.mp3	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\pronunciation\proprietor.PNG	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\meaning\proprietor.PNG	/Users/motoyama/Documents/TOEIC/PastQuestions/	キクタンTOEIC(R) L&Rテスト　SCORE 990\7020010_audio02\Chapter4\day32\sentence\proprietor.mp3	
